Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
13979,PSV,Role-Playing,0.0,0.0,0.04
13980,DS,Adventure,0.0,0.0,0.04
13981,GBA,Action,0.03,0.01,0.0
13982,PC,Platform,0.0,0.03,0.0
13983,3DS,Misc,0.0,0.0,0.04
13984,PS2,Misc,0.0,0.0,0.04
13985,PC,Strategy,0.0,0.03,0.0
13986,GC,Platform,0.03,0.01,0.0
13987,PS3,Action,0.03,0.0,0.0
13988,X360,Adventure,0.0,0.0,0.04
13989,PS3,Strategy,0.0,0.0,0.04
13990,PS3,Role-Playing,0.0,0.0,0.04
13991,PS2,Fighting,0.02,0.01,0.0
13992,PC,Adventure,0.0,0.03,0.0
13993,PSP,Adventure,0.0,0.0,0.04
13994,PS,Role-Playing,0.02,0.01,0.0
13995,PS3,Sports,0.0,0.03,0.0
13996,XOne,Shooter,0.01,0.02,0.0
13997,PS2,Misc,0.02,0.01,0.0
13998,PSP,Puzzle,0.03,0.0,0.0
13999,PS2,Racing,0.0,0.0,0.04
14000,PS2,Shooter,0.02,0.01,0.0
14001,DS,Misc,0.0,0.0,0.04
14002,XB,Racing,0.03,0.01,0.0
14003,PC,Strategy,0.01,0.02,0.0
14004,DC,Fighting,0.0,0.0,0.04
14005,XB,Action,0.03,0.01,0.0
14006,Wii,Puzzle,0.02,0.01,0.0
14007,3DS,Adventure,0.0,0.0,0.04
14008,PS3,Action,0.02,0.01,0.0
14009,PSP,Puzzle,0.03,0.0,0.0
14010,XB,Action,0.03,0.01,0.0
14011,PS3,Role-Playing,0.0,0.0,0.04
14012,GBA,Shooter,0.03,0.01,0.0
14013,PC,Puzzle,0.0,0.03,0.0
14014,DS,Misc,0.0,0.0,0.04
14015,PSP,Adventure,0.0,0.0,0.04
14016,DS,Strategy,0.0,0.0,0.04
14017,PSP,Adventure,0.0,0.0,0.04
14018,DS,Puzzle,0.03,0.0,0.0
14019,PS2,Adventure,0.0,0.0,0.04
14020,PC,Strategy,0.0,0.03,0.0
14021,XB,Sports,0.03,0.01,0.0
14022,PS2,Sports,0.0,0.0,0.04
14023,PC,Shooter,0.0,0.03,0.0
14024,Wii,Sports,0.0,0.0,0.04
14025,PS2,Shooter,0.02,0.01,0.0
14026,PSV,Role-Playing,0.0,0.0,0.04
14027,PS2,Adventure,0.0,0.0,0.04
14028,PS2,Misc,0.02,0.01,0.0
14029,PSP,Action,0.0,0.0,0.04
14030,PC,Strategy,0.0,0.03,0.0
14031,PS,Misc,0.02,0.01,0.0
14032,DS,Simulation,0.03,0.0,0.0
14033,GBA,Sports,0.03,0.01,0.0
14034,XB,Shooter,0.03,0.01,0.0
14035,DS,Sports,0.03,0.0,0.0
14036,GEN,Sports,0.0,0.0,0.04
14037,XB,Adventure,0.03,0.01,0.0
14038,PC,Strategy,0.0,0.03,0.0
14039,PS2,Strategy,0.0,0.0,0.04
14040,DS,Misc,0.0,0.0,0.04
14041,PC,Action,0.0,0.03,0.0
14042,X360,Shooter,0.0,0.0,0.04
14043,3DS,Misc,0.01,0.02,0.0
14044,DS,Misc,0.03,0.0,0.0
14045,GBA,Action,0.03,0.01,0.0
14046,3DS,Action,0.0,0.03,0.0
14047,PSP,Role-Playing,0.0,0.0,0.04
14048,Wii,Fighting,0.03,0.0,0.0
14049,PS3,Sports,0.0,0.03,0.0
14050,PS,Role-Playing,0.02,0.01,0.0
14051,PC,Role-Playing,0.0,0.03,0.0
14052,DS,Misc,0.03,0.0,0.0
14053,PC,Role-Playing,0.0,0.03,0.0
14054,WiiU,Action,0.01,0.02,0.0
14055,3DS,Strategy,0.0,0.0,0.04
14056,PC,Simulation,0.0,0.03,0.0
14057,PSP,Role-Playing,0.0,0.0,0.04
14058,PC,Strategy,0.0,0.03,0.0
14059,PSP,Role-Playing,0.0,0.0,0.04
14060,Wii,Misc,0.03,0.0,0.0
14061,DS,Action,0.0,0.0,0.04
14062,DS,Simulation,0.03,0.0,0.0
14063,DS,Action,0.03,0.0,0.0
14064,DS,Role-Playing,0.0,0.0,0.04
14065,PC,Strategy,0.0,0.03,0.0
14066,PSP,Adventure,0.0,0.0,0.04
14067,DS,Puzzle,0.0,0.03,0.0
14068,GBA,Platform,0.03,0.01,0.0
14069,GBA,Misc,0.03,0.01,0.0
14070,DS,Puzzle,0.0,0.03,0.0
14071,DS,Misc,0.03,0.0,0.0
14072,DS,Role-Playing,0.04,0.0,0.0
14073,PC,Role-Playing,0.01,0.02,0.0
14074,DS,Role-Playing,0.03,0.0,0.0
14075,PSV,Action,0.02,0.01,0.0
14076,PC,Action,0.0,0.03,0.0
14077,DS,Racing,0.03,0.0,0.0
14078,PC,Strategy,0.0,0.03,0.0
14079,PC,Strategy,0.0,0.03,0.0
14080,PS2,Racing,0.02,0.01,0.0
14081,XB,Role-Playing,0.03,0.01,0.0
14082,PSV,Sports,0.03,0.0,0.0
14083,DS,Puzzle,0.03,0.0,0.0
14084,PC,Action,0.0,0.03,0.0
14085,PS4,Action,0.0,0.03,0.0
14086,PC,Action,0.0,0.03,0.0
14087,PS2,Adventure,0.0,0.0,0.04
14088,XB,Shooter,0.03,0.01,0.0
14089,DS,Action,0.0,0.0,0.04
14090,PS2,Misc,0.02,0.01,0.0
14091,PC,Shooter,0.0,0.03,0.0
14092,PS3,Shooter,0.03,0.0,0.0
14093,PSP,Adventure,0.0,0.0,0.04
14094,PS4,Adventure,0.01,0.02,0.0
14095,GEN,Platform,0.0,0.0,0.04
14096,DS,Adventure,0.0,0.0,0.04
14097,PC,Role-Playing,0.0,0.03,0.0
14098,PSP,Action,0.0,0.0,0.04
14099,DS,Role-Playing,0.0,0.0,0.04
14100,PSP,Sports,0.03,0.0,0.0
14101,3DS,Strategy,0.0,0.0,0.03
14102,PS2,Simulation,0.02,0.01,0.0
14103,DS,Sports,0.0,0.03,0.0
14104,Wii,Racing,0.0,0.0,0.03
14105,WiiU,Action,0.02,0.01,0.0
14106,PS3,Action,0.0,0.03,0.0
14107,GBA,Action,0.03,0.01,0.0
14108,PS3,Action,0.0,0.0,0.03
14109,Wii,Shooter,0.03,0.0,0.0
14110,3DS,Misc,0.0,0.0,0.03
14111,PS3,Misc,0.0,0.0,0.03
14112,PC,Strategy,0.0,0.03,0.0
14113,DS,Misc,0.0,0.03,0.0
14114,PS3,Action,0.0,0.03,0.0
14115,XB,Racing,0.03,0.01,0.0
14116,PS3,Adventure,0.02,0.0,0.01
14117,PS3,Misc,0.0,0.0,0.03
14118,XB,Sports,0.03,0.01,0.0
14119,DS,Role-Playing,0.0,0.0,0.03
14120,PSP,Puzzle,0.0,0.0,0.03
14121,PS2,Action,0.02,0.01,0.0
14122,SAT,Shooter,0.0,0.0,0.03
14123,PSP,Action,0.03,0.0,0.0
14124,GBA,Action,0.02,0.01,0.0
14125,PC,Simulation,0.0,0.03,0.0
14126,3DS,Simulation,0.0,0.0,0.03
14127,PC,Sports,0.0,0.03,0.0
14128,PSP,Action,0.0,0.0,0.03
14129,DS,Adventure,0.0,0.0,0.03
14130,GBA,Action,0.0,0.0,0.03
14131,GBA,Fighting,0.02,0.01,0.0
14132,DS,Puzzle,0.0,0.03,0.0
14133,PSP,Racing,0.03,0.0,0.0
14134,PC,Adventure,0.0,0.03,0.0
14135,XB,Racing,0.03,0.01,0.0
14136,PS2,Misc,0.0,0.0,0.03
14137,Wii,Racing,0.03,0.0,0.0
14138,GBA,Action,0.02,0.01,0.0
14139,GBA,Shooter,0.02,0.01,0.0
14140,PS4,Shooter,0.03,0.0,0.0
14141,PS2,Misc,0.02,0.01,0.0
14142,DS,Misc,0.0,0.03,0.0
14143,GBA,Role-Playing,0.0,0.0,0.03
14144,PS4,Sports,0.0,0.03,0.0
14145,PS3,Misc,0.0,0.0,0.03
14146,X360,Sports,0.03,0.0,0.0
14147,PSV,Role-Playing,0.0,0.0,0.03
14148,PC,Shooter,0.0,0.03,0.0
14149,PS3,Racing,0.0,0.0,0.03
14150,PS2,Sports,0.02,0.01,0.0
14151,GC,Sports,0.03,0.01,0.0
14152,3DS,Platform,0.03,0.0,0.0
14153,Wii,Action,0.0,0.0,0.03
14154,PS,Strategy,0.02,0.01,0.0
14155,PS3,Adventure,0.0,0.0,0.03
14156,3DS,Action,0.0,0.0,0.03
14157,GBA,Action,0.02,0.01,0.0
14158,3DS,Action,0.0,0.03,0.0
14159,DS,Adventure,0.0,0.0,0.03
14160,PS2,Adventure,0.0,0.0,0.03
14161,PC,Strategy,0.0,0.03,0.0
14162,GBA,Platform,0.02,0.01,0.0
14163,PS2,Adventure,0.0,0.0,0.03
14164,PC,Strategy,0.0,0.03,0.0
14165,PS2,Misc,0.0,0.0,0.03
14166,GC,Racing,0.03,0.01,0.0
14167,PSP,Puzzle,0.03,0.0,0.0
14168,PSP,Racing,0.03,0.0,0.0
14169,DS,Simulation,0.03,0.0,0.0
14170,3DS,Action,0.03,0.0,0.0
14171,GBA,Racing,0.02,0.01,0.0
14172,GC,Shooter,0.03,0.01,0.0
14173,PSV,Role-Playing,0.0,0.0,0.03
14174,WS,Strategy,0.0,0.0,0.03
14175,DS,Role-Playing,0.0,0.0,0.03
14176,Wii,Misc,0.0,0.03,0.0
14177,PSV,Action,0.0,0.0,0.03
14178,PS2,Shooter,0.02,0.01,0.0
14179,PSP,Role-Playing,0.03,0.0,0.0
14180,PS3,Misc,0.0,0.0,0.03
14181,XB,Shooter,0.03,0.01,0.0
14182,PS2,Sports,0.0,0.0,0.03
14183,DS,Puzzle,0.03,0.0,0.0
14184,Wii,Sports,0.0,0.0,0.03
14185,PS3,Racing,0.02,0.01,0.0
14186,PS2,Misc,0.0,0.0,0.03
14187,PC,Puzzle,0.01,0.02,0.0
14188,XOne,Action,0.02,0.01,0.0
14189,PS2,Action,0.02,0.01,0.0
14190,PS2,Role-Playing,0.02,0.01,0.0
14191,DS,Simulation,0.0,0.0,0.03
14192,PS,Action,0.02,0.01,0.0
14193,3DS,Strategy,0.0,0.0,0.03
14194,DS,Misc,0.01,0.0,0.02
14195,GC,Sports,0.03,0.01,0.0
14196,PS3,Strategy,0.0,0.0,0.03
14197,GBA,Sports,0.02,0.01,0.0
14198,X360,Adventure,0.02,0.01,0.0
14199,PSP,Adventure,0.0,0.0,0.03
14201,GBA,Role-Playing,0.0,0.0,0.03
14202,PSP,Fighting,0.0,0.0,0.03
14203,GBA,Platform,0.02,0.01,0.0
14204,PSV,Sports,0.0,0.0,0.03
14205,PSP,Adventure,0.0,0.0,0.03
14206,PSP,Role-Playing,0.0,0.0,0.03
14207,PC,Shooter,0.0,0.03,0.0
14208,GC,Racing,0.03,0.01,0.0
14209,DS,Racing,0.03,0.0,0.0
14210,3DS,Action,0.0,0.0,0.03
14211,DS,Sports,0.0,0.0,0.03
14212,PSP,Role-Playing,0.0,0.0,0.03
14213,PS,Action,0.02,0.01,0.0
14214,PC,Racing,0.0,0.03,0.0
14215,PS3,Action,0.0,0.0,0.03
14216,PS2,Adventure,0.0,0.0,0.03
14217,PC,Action,0.0,0.03,0.0
14218,Wii,Action,0.0,0.03,0.0
14219,PS,Sports,0.02,0.01,0.0
14220,PS2,Misc,0.0,0.0,0.03
14221,SNES,Role-Playing,0.0,0.0,0.03
14222,PC,Shooter,0.0,0.03,0.0
14223,X360,Simulation,0.0,0.0,0.03
14224,DS,Action,0.03,0.0,0.0
14225,PS,Adventure,0.02,0.01,0.0
14226,GC,Shooter,0.03,0.01,0.0
14227,GBA,Platform,0.02,0.01,0.0
14228,3DS,Platform,0.0,0.0,0.03
14229,PS,Adventure,0.0,0.0,0.03
14230,PS4,Fighting,0.0,0.0,0.03
14231,3DS,Sports,0.0,0.03,0.0
14232,PSP,Role-Playing,0.0,0.0,0.03
14233,SNES,Role-Playing,0.0,0.0,0.03
14234,PS2,Adventure,0.02,0.01,0.0
14235,DS,Adventure,0.03,0.0,0.0
14236,PS4,Racing,0.03,0.0,0.0
14237,DS,Adventure,0.0,0.0,0.03
14238,PC,Simulation,0.0,0.03,0.0
14239,Wii,Adventure,0.03,0.0,0.0
14240,X360,Sports,0.02,0.01,0.0
14241,PC,Action,0.0,0.03,0.0
14242,DS,Simulation,0.0,0.0,0.03
14243,PSP,Misc,0.0,0.0,0.03
14244,PS3,Adventure,0.0,0.0,0.03
14245,Wii,Racing,0.03,0.0,0.0
14246,PC,Racing,0.0,0.03,0.0
14247,PS3,Action,0.0,0.03,0.0
14248,PS,Shooter,0.02,0.01,0.0
14249,PSP,Fighting,0.03,0.0,0.0
14250,XB,Action,0.0,0.0,0.03
14251,PS3,Action,0.0,0.0,0.03
14252,PC,Action,0.0,0.03,0.0
14253,GBA,Action,0.02,0.01,0.0
14254,GBA,Sports,0.02,0.01,0.0
14255,Wii,Puzzle,0.03,0.0,0.0
14256,PC,Adventure,0.0,0.03,0.0
14257,Wii,Misc,0.03,0.0,0.0
14258,X360,Racing,0.03,0.0,0.0
14259,GBA,Platform,0.02,0.01,0.0
14260,DS,Platform,0.03,0.0,0.0
14261,3DS,Simulation,0.0,0.0,0.03
14262,3DS,Role-Playing,0.0,0.0,0.03
14263,DS,Strategy,0.0,0.0,0.03
14264,PC,Racing,0.0,0.03,0.0
14265,GBA,Racing,0.02,0.01,0.0
14266,PSP,Racing,0.03,0.0,0.0
14267,PC,Strategy,0.0,0.03,0.0
14268,PC,Strategy,0.0,0.03,0.0
14269,DS,Adventure,0.02,0.01,0.0
14270,PC,Puzzle,0.01,0.02,0.0
14271,WiiU,Misc,0.0,0.0,0.03
14272,DS,Sports,0.0,0.0,0.03
14273,PS2,Sports,0.0,0.0,0.03
14274,DS,Puzzle,0.03,0.01,0.0
14275,DS,Misc,0.03,0.0,0.0
14276,3DS,Role-Playing,0.0,0.0,0.03
14277,PC,Action,0.0,0.03,0.0
14278,PS3,Role-Playing,0.0,0.0,0.03
14279,PS3,Action,0.0,0.0,0.03
14280,DS,Simulation,0.02,0.01,0.0
14281,GC,Sports,0.03,0.01,0.0
14282,3DS,Simulation,0.0,0.0,0.03
14283,DS,Simulation,0.0,0.0,0.03
14284,PC,Misc,0.0,0.03,0.0
14285,PC,Adventure,0.03,0.0,0.0
14286,PC,Adventure,0.0,0.03,0.0
14287,PSP,Puzzle,0.03,0.0,0.0
14288,GC,Action,0.03,0.01,0.0
14289,PSV,Strategy,0.0,0.0,0.03
14290,PS2,Strategy,0.0,0.0,0.03
14291,PS2,Action,0.02,0.01,0.0
14292,DS,Adventure,0.03,0.0,0.0
14293,DS,Simulation,0.03,0.0,0.0
14294,3DS,Role-Playing,0.0,0.0,0.03
14295,PS,Action,0.02,0.01,0.0
14296,DS,Role-Playing,0.03,0.0,0.0
14297,DS,Fighting,0.0,0.0,0.03
14298,DS,Misc,0.0,0.0,0.03
14299,DS,Misc,0.0,0.0,0.03
14300,PS3,Adventure,0.0,0.0,0.03
14301,GBA,Sports,0.02,0.01,0.0
14302,PC,Strategy,0.01,0.02,0.0
14303,DS,Simulation,0.03,0.0,0.0
14304,3DS,Action,0.02,0.01,0.01
14305,XB,Simulation,0.02,0.01,0.0
14306,PSP,Misc,0.03,0.0,0.0
14307,DS,Adventure,0.0,0.0,0.03
14308,PSP,Platform,0.0,0.0,0.03
14309,3DS,Platform,0.03,0.0,0.0
14310,GBA,Platform,0.02,0.01,0.0
14311,PC,Adventure,0.0,0.02,0.0
14312,DS,Adventure,0.0,0.03,0.0
14313,DS,Misc,0.0,0.0,0.03
14314,DS,Action,0.03,0.0,0.0
14315,X360,Simulation,0.03,0.0,0.0
14316,PSV,Fighting,0.0,0.0,0.03
14317,PS2,Simulation,0.0,0.0,0.03
14318,X360,Misc,0.03,0.0,0.0
14319,3DS,Action,0.0,0.0,0.03
14320,SAT,Misc,0.0,0.0,0.03
14321,DS,Misc,0.03,0.0,0.0
14322,Wii,Action,0.0,0.03,0.0
14323,SAT,Role-Playing,0.0,0.0,0.03
14324,DS,Racing,0.03,0.0,0.0
14325,DS,Misc,0.03,0.0,0.0
14326,XB,Platform,0.02,0.01,0.0
14327,PS2,Adventure,0.0,0.0,0.03
14328,3DS,Adventure,0.0,0.0,0.03
14329,GBA,Adventure,0.02,0.01,0.0
14330,PC,Role-Playing,0.0,0.03,0.0
14331,PC,Misc,0.0,0.03,0.0
14332,X360,Misc,0.0,0.03,0.0
14333,PC,Adventure,0.0,0.03,0.0
14334,PS2,Misc,0.0,0.0,0.03
14335,DS,Sports,0.03,0.0,0.0
14336,PSP,Adventure,0.0,0.0,0.03
14337,PSP,Role-Playing,0.0,0.0,0.03
14338,PC,Simulation,0.0,0.03,0.0
14339,PS3,Role-Playing,0.0,0.0,0.03
14340,SAT,Adventure,0.0,0.0,0.03
14341,DS,Sports,0.01,0.0,0.02
14342,DS,Simulation,0.0,0.0,0.03
14343,PSV,Role-Playing,0.0,0.0,0.03
14344,DS,Misc,0.01,0.0,0.02
14345,DS,Racing,0.03,0.0,0.0
14346,DS,Simulation,0.0,0.0,0.03
14347,PS3,Role-Playing,0.0,0.0,0.03
14348,PS3,Misc,0.0,0.02,0.0
14349,PS2,Adventure,0.0,0.0,0.03
14350,PS3,Sports,0.0,0.0,0.03
14351,PSV,Role-Playing,0.0,0.0,0.03
14352,PS3,Misc,0.0,0.02,0.0
14353,PSV,Action,0.0,0.0,0.03
14354,PS2,Action,0.02,0.01,0.0
14355,DS,Adventure,0.0,0.03,0.0
14356,DS,Misc,0.01,0.02,0.0
14357,GBA,Platform,0.02,0.01,0.0
14358,PS,Action,0.02,0.01,0.0
14359,SNES,Misc,0.0,0.0,0.03
14360,X360,Adventure,0.0,0.0,0.03
14361,PSV,Action,0.0,0.02,0.01
14362,3DS,Action,0.0,0.0,0.03
14363,GC,Action,0.02,0.01,0.0
14364,PSP,Role-Playing,0.03,0.0,0.0
14365,PSP,Role-Playing,0.03,0.0,0.0
14366,X360,Shooter,0.0,0.0,0.03
14367,GC,Racing,0.02,0.01,0.0
14368,SAT,Fighting,0.0,0.0,0.03
14369,PC,Simulation,0.0,0.03,0.0
14370,PSP,Adventure,0.0,0.0,0.03
14371,SAT,Strategy,0.0,0.0,0.03
14372,Wii,Fighting,0.01,0.02,0.0
14373,GBA,Racing,0.02,0.01,0.0
14374,PC,Platform,0.0,0.02,0.0
14375,GBA,Platform,0.02,0.01,0.0
14376,PSP,Adventure,0.0,0.0,0.03
14377,PS3,Fighting,0.0,0.0,0.03
14378,PS3,Sports,0.0,0.0,0.03
14379,Wii,Role-Playing,0.0,0.0,0.03
14380,PSP,Action,0.0,0.0,0.03
14381,DS,Adventure,0.0,0.0,0.03
14382,3DS,Role-Playing,0.0,0.0,0.03
14383,DS,Puzzle,0.0,0.03,0.0
14384,PC,Strategy,0.0,0.03,0.0
14385,PSV,Action,0.0,0.0,0.03
14386,PC,Strategy,0.0,0.03,0.0
14387,Wii,Misc,0.03,0.0,0.0
14388,PSP,Adventure,0.0,0.0,0.03
14389,XB,Misc,0.02,0.01,0.0
14390,PSP,Adventure,0.0,0.0,0.03
14391,PC,Platform,0.0,0.03,0.0
14392,PS2,Adventure,0.0,0.0,0.03
14393,PS4,Role-Playing,0.0,0.0,0.03
14394,DS,Action,0.0,0.03,0.0
14395,PSV,Adventure,0.0,0.0,0.03
14396,GC,Platform,0.02,0.01,0.0
14397,PSV,Platform,0.0,0.0,0.03
14398,PC,Action,0.01,0.01,0.0
14399,X360,Shooter,0.0,0.0,0.03
14400,PSP,Role-Playing,0.03,0.0,0.0
14401,PS2,Puzzle,0.02,0.01,0.0
14402,PS3,Role-Playing,0.0,0.0,0.03
14403,Wii,Action,0.03,0.0,0.0
14404,PS2,Adventure,0.0,0.0,0.03
14405,3DS,Adventure,0.03,0.0,0.0
14406,PS3,Fighting,0.0,0.0,0.03
14407,PC,Simulation,0.0,0.02,0.0
14408,SAT,Adventure,0.0,0.0,0.03
14409,DS,Simulation,0.03,0.0,0.0
14410,PC,Sports,0.0,0.03,0.0
14411,PC,Strategy,0.0,0.03,0.0
14412,PS2,Fighting,0.0,0.0,0.03
14413,XOne,Racing,0.0,0.03,0.0
14414,PC,Sports,0.0,0.02,0.0
14415,PSP,Adventure,0.0,0.0,0.03
14416,PC,Action,0.0,0.03,0.0
14417,PSP,Sports,0.0,0.0,0.03
14418,PC,Strategy,0.0,0.02,0.0
14419,GEN,Misc,0.0,0.0,0.03
14420,PSP,Action,0.03,0.0,0.0
14421,DS,Role-Playing,0.02,0.0,0.0
14422,XB,Role-Playing,0.02,0.01,0.0
14423,PSP,Puzzle,0.03,0.0,0.0
14424,PC,Strategy,0.0,0.02,0.0
14425,DS,Action,0.0,0.0,0.03
14426,DS,Action,0.0,0.0,0.03
14427,XB,Action,0.02,0.01,0.0
14428,PSP,Adventure,0.0,0.0,0.03
14429,PS3,Sports,0.02,0.0,0.0
14430,PS4,Action,0.0,0.0,0.03
14431,DS,Adventure,0.0,0.0,0.03
14432,NG,Fighting,0.0,0.0,0.03
14433,PS2,Sports,0.02,0.01,0.0
14434,PS,Racing,0.02,0.01,0.0
14435,PSV,Adventure,0.0,0.0,0.03
14436,DS,Action,0.03,0.0,0.0
14437,PSP,Adventure,0.0,0.0,0.03
14438,PSP,Role-Playing,0.0,0.0,0.03
14439,PSP,Role-Playing,0.0,0.0,0.03
14440,PSV,Action,0.0,0.0,0.03
14441,PSV,Action,0.0,0.0,0.03
14442,PC,Action,0.0,0.03,0.0
14443,GBA,Role-Playing,0.0,0.0,0.03
14444,PSP,Action,0.0,0.0,0.03
14445,PS3,Action,0.0,0.0,0.03
14446,PS,Adventure,0.0,0.0,0.03
14447,DS,Misc,0.0,0.0,0.03
14448,PS2,Adventure,0.0,0.0,0.03
14449,PS2,Simulation,0.0,0.0,0.03
14450,PC,Shooter,0.01,0.01,0.0
14451,GC,Sports,0.02,0.01,0.0
14452,DS,Action,0.0,0.0,0.03
14453,DS,Misc,0.0,0.0,0.03
14454,PSP,Puzzle,0.03,0.0,0.0
14455,PS,Racing,0.02,0.01,0.0
14456,Wii,Misc,0.0,0.03,0.0
14457,Wii,Misc,0.0,0.03,0.0
14458,3DS,Adventure,0.0,0.0,0.03
14459,DS,Adventure,0.0,0.0,0.03
14460,PS2,Simulation,0.01,0.01,0.0
14461,DS,Action,0.03,0.0,0.0
14462,XB,Racing,0.02,0.01,0.0
14463,PSP,Puzzle,0.03,0.0,0.0
14464,PSV,Adventure,0.0,0.0,0.03
14465,PS,Action,0.02,0.01,0.0
14466,PSV,Role-Playing,0.0,0.0,0.03
14467,X360,Fighting,0.0,0.0,0.03
14468,PC,Strategy,0.0,0.02,0.0
14469,PS2,Role-Playing,0.01,0.01,0.0
14470,3DS,Role-Playing,0.02,0.0,0.01
14471,DS,Sports,0.0,0.0,0.03
14472,PC,Role-Playing,0.0,0.03,0.0
14473,PSV,Adventure,0.0,0.0,0.03
14474,PSP,Simulation,0.0,0.0,0.03
14475,WiiU,Misc,0.0,0.0,0.03
14476,XB,Shooter,0.02,0.01,0.0
14477,PSP,Adventure,0.0,0.0,0.03
14478,PS,Shooter,0.02,0.01,0.0
14479,GBA,Platform,0.02,0.01,0.0
14480,3DS,Platform,0.0,0.0,0.03
14481,PSP,Sports,0.0,0.0,0.03
14482,3DS,Action,0.0,0.03,0.0
14483,PC,Action,0.0,0.02,0.0
14484,3DS,Action,0.01,0.01,0.0
14485,X360,Action,0.01,0.02,0.0
14486,PS3,Shooter,0.03,0.0,0.0
14487,GBA,Puzzle,0.02,0.01,0.0
14488,PS,Racing,0.02,0.01,0.0
14489,PS2,Misc,0.0,0.0,0.03
14490,GBA,Misc,0.02,0.01,0.0
14491,PSP,Role-Playing,0.0,0.0,0.03
14492,DS,Adventure,0.0,0.0,0.03
14493,GBA,Racing,0.02,0.01,0.0
14494,X360,Fighting,0.0,0.0,0.03
14495,N64,Platform,0.02,0.01,0.0
14496,N64,Action,0.02,0.01,0.0
14497,N64,Sports,0.02,0.01,0.0
14498,DS,Adventure,0.0,0.0,0.03
14499,GBA,Role-Playing,0.02,0.01,0.0
14500,PSP,Platform,0.03,0.0,0.0
14501,PSP,Fighting,0.0,0.0,0.03
14502,DS,Action,0.0,0.0,0.03
14503,PC,Racing,0.0,0.02,0.0
14504,DS,Misc,0.0,0.0,0.03
14505,SNES,Misc,0.0,0.0,0.03
14506,GBA,Puzzle,0.02,0.01,0.0
14507,PSP,Action,0.03,0.0,0.0
14508,PSP,Misc,0.01,0.0,0.02
14509,DS,Adventure,0.0,0.0,0.03
14510,PC,Simulation,0.0,0.02,0.0
14511,PS3,Misc,0.0,0.0,0.03
14512,PS2,Adventure,0.0,0.0,0.03
14513,PC,Misc,0.03,0.0,0.0
14514,PSP,Adventure,0.0,0.0,0.03
14515,SNES,Strategy,0.0,0.0,0.03
14516,PS2,Adventure,0.0,0.0,0.03
14517,PS2,Strategy,0.0,0.0,0.03
14518,PS,Strategy,0.02,0.01,0.0
14519,PC,Shooter,0.0,0.02,0.0
14520,PS2,Strategy,0.0,0.0,0.03
14521,PS,Shooter,0.02,0.01,0.0
14522,DS,Simulation,0.01,0.01,0.0
14523,PSP,Strategy,0.02,0.01,0.0
14524,DS,Action,0.0,0.0,0.03
14525,PS2,Fighting,0.0,0.0,0.03
14526,PS,Fighting,0.02,0.01,0.0
14527,DS,Adventure,0.0,0.03,0.0
14528,Wii,Adventure,0.03,0.0,0.0
14529,PC,Platform,0.0,0.02,0.0
14530,PS3,Simulation,0.0,0.0,0.03
14531,GBA,Shooter,0.02,0.01,0.0
14532,PC,Action,0.03,0.0,0.0
14533,PC,Racing,0.0,0.03,0.0
14534,PS2,Adventure,0.0,0.0,0.03
14535,DS,Action,0.03,0.0,0.0
14536,GBA,Puzzle,0.02,0.01,0.0
14537,X360,Role-Playing,0.0,0.0,0.03
14538,XB,Strategy,0.02,0.01,0.0
14539,GBA,Sports,0.02,0.01,0.0
14540,PS,Strategy,0.02,0.01,0.0
14541,PSP,Simulation,0.0,0.0,0.03
14542,Wii,Strategy,0.0,0.0,0.03
14543,PC,Strategy,0.0,0.02,0.0
14544,XB,Action,0.02,0.01,0.0
14545,GBA,Platform,0.02,0.01,0.0
14546,PC,Role-Playing,0.0,0.02,0.0
14547,XB,Sports,0.02,0.01,0.0
14548,X360,Action,0.0,0.03,0.0
14549,PSP,Misc,0.0,0.0,0.03
14550,PC,Action,0.01,0.01,0.0
14551,DS,Role-Playing,0.0,0.0,0.03
14552,PSV,Action,0.0,0.0,0.03
14553,DS,Racing,0.03,0.0,0.0
14554,PS3,Sports,0.0,0.02,0.0
14555,GBA,Platform,0.02,0.01,0.0
14556,PS2,Strategy,0.01,0.01,0.0
14557,3DS,Action,0.02,0.01,0.0
14558,PC,Sports,0.0,0.03,0.0
14559,PCFX,Role-Playing,0.0,0.0,0.03
14560,PS2,Simulation,0.0,0.0,0.03
14561,Wii,Racing,0.03,0.0,0.0
14562,PSV,Role-Playing,0.0,0.0,0.03
14563,GBA,Action,0.02,0.01,0.0
14564,PSP,Misc,0.0,0.0,0.03
14565,PS3,Strategy,0.0,0.02,0.0
14566,DS,Adventure,0.03,0.0,0.0
14567,XB,Sports,0.02,0.01,0.0
14568,DS,Adventure,0.0,0.03,0.0
14569,SNES,Misc,0.0,0.0,0.03
14570,PSP,Action,0.0,0.0,0.03
14571,PC,Adventure,0.0,0.02,0.0
14572,PC,Simulation,0.0,0.02,0.0
14573,DS,Action,0.02,0.0,0.0
14574,PS3,Misc,0.0,0.0,0.03
14575,PSP,Adventure,0.0,0.0,0.03
14576,PSP,Sports,0.03,0.0,0.0
14577,Wii,Adventure,0.0,0.03,0.0
14578,DS,Action,0.0,0.0,0.03
14579,DS,Puzzle,0.0,0.03,0.0
14580,3DS,Action,0.03,0.0,0.0
14581,PC,Action,0.0,0.02,0.0
14582,PS3,Action,0.0,0.0,0.03
